year,lyr_des,gen_cate,lyr_gen,n_lyr,n_gen,n_lyr_gen,total,p_lyrics,p_lyr_lci,p_lyr_uci,p_genre,p_gen_lci,p_gen_uci,p_lyrgen,p_lyrgen_lci,p_lyrgen_uci
2000,marijuana,gen_rap,"marijuana,gen_rap",854,887,357,4822,17.71049357113231,16.648693442288096,18.824194140273637,18.394856905848194,17.316481525973643,19.524025626459206,40.24802705749718,37.01411322257584,43.567510933774976
2000,marijuana,gen_rock,"marijuana,gen_rock",854,1085,89,4822,17.71049357113231,16.648693442288096,18.824194140273637,22.50103691414351,21.334377250922454,23.71186087016996,8.202764976958525,6.671895363480084,10.036833222881183
2000,alcohol,gen_country,"alcohol,gen_country",186,816,28,4822,3.857320613853173,3.339820810802105,4.449678921934654,16.922438822065534,15.88046216911819,18.017591774265,3.431372549019608,2.3341484572245808,4.986042027993137
2000,alcohol,gen_hiphop,"alcohol,gen_hiphop",186,1470,70,4822,3.857320613853173,3.339820810802105,4.449678921934654,30.485275819162172,29.19167183746253,31.810195781749357,4.761904761904762,3.7559573702696554,6.010987163569224
2000,alcohol,gen_rap,"alcohol,gen_rap",186,887,93,4822,3.857320613853173,3.339820810802105,4.449678921934654,18.394856905848194,17.316481525973643,19.524025626459206,10.4847801578354,8.58483313053683,12.734993788612767
2000,alcohol,gen_rock,"alcohol,gen_rock",186,1085,0,4822,3.857320613853173,3.339820810802105,4.449678921934654,22.50103691414351,21.334377250922454,23.71186087016996,0,0,0.4398318760716719
2000,other_illicit,gen_country,"other_illicit,gen_country",1146,816,184,4822,23.76607216922439,22.575671661719955,24.99859833203416,16.922438822065534,15.88046216911819,18.017591774265,22.54901960784314,19.755888602947604,25.60487882078426
2000,other_illicit,gen_hiphop,"other_illicit,gen_hiphop",1146,1470,445,4822,23.76607216922439,22.575671661719955,24.99859833203416,30.485275819162172,29.19167183746253,31.810195781749357,30.272108843537417,27.94421980367563,32.704323507513436
2000,other_illicit,gen_rap,"other_illicit,gen_rap",1146,887,551,4822,23.76607216922439,22.575671661719955,24.99859833203416,18.394856905848194,17.316481525973643,19.524025626459206,62.119503945885,58.82432679532006,65.30831698292342
2000,other_illicit,gen_rock,"other_illicit,gen_rock",1146,1085,179,4822,23.76607216922439,22.575671661719955,24.99859833203416,22.50103691414351,21.334377250922454,23.71186087016996,16.497695852534562,14.364683734229613,18.872018748036712
2001,marijuana,gen_country,"marijuana,gen_country",922,825,144,4742,19.44327288064108,18.331460243188587,20.605015746406842,17.39772247996626,16.33497778033335,18.513761558741543,17.454545454545457,14.960058933071977,20.257741562439072
2001,marijuana,gen_hiphop,"marijuana,gen_hiphop",922,1636,419,4742,19.44327288064108,18.331460243188587,20.605015746406842,34.500210881484605,33.14980763653016,35.875901784973095,25.61124694376528,23.525346763909045,27.813060874180685
2001,marijuana,gen_rap,"marijuana,gen_rap",922,1109,398,4742,19.44327288064108,18.331460243188587,20.605015746406842,23.386756642766766,22.19347610102762,24.62349751368602,35.888187556357074,33.074098795797354,38.80125549748957
2001,marijuana,gen_rock,"marijuana,gen_rock",922,1308,164,4742,19.44327288064108,18.331460243188587,20.605015746406842,27.58329818641923,26.31937698994643,28.883809842021996,12.538226299694188,10.816802096466855,14.483706498372385
2001,alcohol,gen_country,"alcohol,gen_country",193,825,21,4742,4.070012652889076,3.533953737358628,4.6818168543537,17.39772247996626,16.33497778033335,18.513761558741543,2.5454545454545454,1.622691162214673,3.9323408424836366
2001,alcohol,gen_hiphop,"alcohol,gen_hiphop",193,1636,127,4742,4.070012652889076,3.533953737358628,4.6818168543537,34.500210881484605,33.14980763653016,35.875901784973095,7.76283618581907,6.534719894102629,9.193485601154112
2001,alcohol,gen_rap,"alcohol,gen_rap",193,1109,109,4742,4.070012652889076,3.533953737358628,4.6818168543537,23.386756642766766,22.19347610102762,24.62349751368602,9.828674481514877,8.171387636249277,11.770400993248847
